partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
Google Cloud,Digital Transformation Using AI/ML with Google Cloud,"{"" Cloud Computing"","" Business Transformation"","" Business Analysis"","" Data Management"","" Google Cloud Platform"","" Data Analysis"","" Machine Learning"","" Applied Machine Learning"","" Cloud Applications"","" Cloud Clients"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud-Based Integration"","" Human Learning"","" Innovation"","" Kubernetes"","" Machine Learning Software"","" Other Cloud Platforms and Tools"","" Customer Analysis"","" Machine Learning Algorithms"","" Strategy"","" Strategy and Operations"","" Algorithms"","" Business Intelligence"","" Google App Engine"","" Organizational Development"","" Software Engineering Tools""}",4.7,6.2k,Beginner , Specialization , 3 - 6 Months,false
Stanford University,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms","{"" Algorithms"","" Theoretical Computer Science"","" Computational Thinking"","" Computer Programming"","" Critical Thinking"","" Mathematics"","" Problem Solving"","" Computational Logic"","" Mathematical Theory & Analysis"","" Programming Principles""}",4.8,5.1k,Intermediate , Course , 1 - 4 Weeks,false
West Virginia University,Sales Operations/Management,"{"" Sales"","" Leadership and Management"","" Strategy and Operations"","" Compensation"","" Marketing"","" Human Resources"","" Salesforce"","" Strategy"","" Training"","" Organizational Development"","" Planning"","" Entrepreneurship"","" Recruitment"","" Forecasting""}",4.5,342,Beginner , Specialization , 3 - 6 Months,false
"University of Maryland, College Park",Cybersecurity,"{"" Security Engineering"","" System Security"","" Software Security"","" Cyberattacks"","" Security Software"","" Software Testing"","" Systems Design"","" Computer Programming"","" Cryptography"","" Network Security"","" Software Engineering"","" User Experience"","" Design and Product"","" Algorithms"","" Critical Thinking"","" Human Computer Interaction"","" Mathematics"","" Programming Principles"","" Theoretical Computer Science"","" User Research"","" Security Strategy"","" System Software"","" Mathematical Theory & Analysis"","" Hardware Design""}",4.6,5.3k,Intermediate , Specialization , 3 - 6 Months,false
Università Bocconi,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,"{"" Leadership and Management"","" Organizational Development"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Critical Thinking"","" Business Process Management"","" Change Management"","" Employee Relations"","" Innovation""}",4.6,752,Mixed , Course , 1 - 3 Months,false
SoFi,The Fundamentals of Personal Finance,"{"" Finance"","" Planning"","" Risk Management"","" Financial Management"","" Cash Management"","" Accounting"","" Taxes""}",4.6,221,Beginner , Specialization , 3 - 6 Months,false
University of Michigan,Data Analytics in the Public Sector with R,"{"" Data Analysis"","" Exploratory Data Analysis"","" Leadership and Management"","" General Statistics"","" R Programming"","" Statistical Programming""}",4.7,36,Intermediate , Specialization , 3 - 6 Months,false
DeepLearning.AI,Machine Learning Modeling Pipelines in Production,"{"" Cloud Computing"","" Google Cloud Platform"","" Machine Learning""}",4.3,376,Advanced , Course , 1 - 3 Months,false
Columbia University,First Principles of Computer Vision,"{"" Computer Vision"","" Mathematics"","" Algebra"","" Algorithms"","" Computational Thinking""}",4.7,144,Beginner , Specialization , 3 - 6 Months,false
ESSEC Business School,"Negotiation, Mediation and Conflict Resolution","{"" Communication"","" Marketing"","" Negotiation"","" Sales"","" Collaboration"","" Leadership and Management"","" Business Communication"","" Business Psychology"","" Conflict Management"","" Culture"","" Human Resources"","" Leadership Development"","" Planning"","" Strategy""}",4.7,2k,Beginner , Specialization , 3 - 6 Months,false
IBM,Introduction to Agile Development and Scrum,"{"" Software Engineering"","" Agile Software Development"","" Scrum (Software Development)"","" Leadership and Management""}",4.9,1.4k,Beginner , Course , 1 - 4 Weeks,false
The University of Edinburgh,Fundamentals of Music Theory,"{""(1.7k reviews)""}",4.5,1.7k,Beginner , Course , 1 - 3 Months,false
Ludwig-Maximilians-Universität München (LMU),Competitive Strategy and Organization Design,"{"" Strategy"","" Strategy and Operations"","" Leadership and Management"","" Marketing"","" Business Development"","" Business Design"","" Entrepreneurship"","" Human Resources"","" Organizational Development"","" Sales"","" Market Analysis"","" Product Strategy"","" Decision Making"","" Finance"","" Game Theory"","" Human Resources Operations"","" Innovation"","" Research and Design"","" Design and Product"","" Mergers & Acquisitions"","" Planning""}",4.7,3.6k,Intermediate , Specialization , 3 - 6 Months,false
PwC India,PwC GST Taxation Executive,"{"" Leadership and Management"","" Finance"","" Financial Analysis"","" Taxes"","" Problem Solving""}",4.6,52,Beginner , Professional Certificate , 3 - 6 Months,false
SkillUp EdTech,"Project Management Foundations, Initiation, and Planning","{"" Project Management""}",4.7,78,Beginner , Course , 1 - 3 Months,false
Google Cloud,Google Cloud Big Data and Machine Learning Fundamentals,"{"" Big Data"","" Cloud Computing"","" Cloud Platforms"","" Google Cloud Platform"","" Human Learning"","" Machine Learning""}",4.7,15.8k,Beginner , Course , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Corporate & Commercial Law I: Contracts & Employment Law,"{"" Contract Management"","" Critical Thinking"","" Leadership and Management"","" Regulations and Compliance"","" Business Communication"","" Decision Making"","" Employee Relations"","" Negotiation"","" Human Resources"","" Strategy and Operations""}",4.8,1.1k,Intermediate , Course , 1 - 3 Months,false
University of Pennsylvania,Financial Acumen for Non-Financial Managers,"{"" Finance"","" Financial Analysis"","" Financial Management"","" Accounting"","" Accounts Payable and Receivable"","" Business Analysis"","" Financial Accounting"","" General Accounting"","" Management Accounting"","" Generally Accepted Accounting Principles (GAAP)""}",4.5,888,Beginner , Course , 1 - 4 Weeks,false
University of Illinois at Urbana-Champaign,Introduction to Finance: The Basics,"{"" Accounting"","" Finance"","" Financial Analysis"","" Financial Management"","" Cash Management"","" Financial Accounting"","" Leadership and Management"","" Accounts Payable and Receivable"","" Investment Management"","" Management Accounting""}",4.7,305,Beginner , Course , 1 - 3 Months,false
LearnQuest,Core Java,"{"" Computer Programming"","" Java Programming"","" Programming Principles"","" Software Engineering"","" Computer Programming Tools"","" Problem Solving"","" Software Engineering Tools"","" Application Development"","" Data Structures"","" Web Development"","" Mathematical Theory & Analysis"","" Computer Networking""}",4.6,2.1k,Intermediate , Specialization , 3 - 6 Months,false
CompTIA,CompTIA a+_ network,"{"" Data Management"","" Network Security"","" Networking Hardware""}",4.8,10,Beginner , Specialization , 1 - 3 Months,false
University of Florida,Healing with the Arts,"{""(866 reviews)""}",4.6,866,Mixed , Course , 1 - 3 Months,false
DeepLearning.AI,Deploying Machine Learning Models in Production,"{"" Applied Machine Learning"","" DevOps"","" Devops Tools"","" Machine Learning"","" Machine Learning Software"","" Cloud Computing"","" Deep Learning"","" Google Cloud Platform"","" Other Cloud Platforms and Tools"","" Performance Management"","" Kubernetes""}",4.5,288,Advanced , Course , 1 - 4 Weeks,false
EIT Digital ,Security and Privacy for Big Data - Part 1,"{"" Big Data"","" Computer Security Incident Management"","" Data Management"","" Network Security"","" Security Engineering"","" Security Strategy"","" Software Security"","" System Security"","" Computer Security Models"","" Cyberattacks""}",4.7,573,Beginner , Course , 1 - 4 Weeks,false
Microsoft,Microsoft Azure AI Fundamentals AI-900 Exam Prep,"{"" Machine Learning"","" Microsoft Azure"","" Machine Learning Software"","" Applied Machine Learning"","" Human Learning"","" Machine Learning Algorithms"","" Natural Language Processing"","" Computer Vision"","" Algorithms"","" Training"","" Cloud Computing"","" Human Computer Interaction"","" Regression""}",4.6,511,Beginner , Specialization , 3 - 6 Months,false
Coursera Project Network,Excel for Beginners: Introduction to Spreadsheets,"{"" Microsoft Excel""}",4.6,57,Beginner , Guided Project , Less Than 2 Hours,false
New York University,Machine Learning and Reinforcement Learning in Finance,"{"" Machine Learning"","" Human Learning"","" Machine Learning Algorithms"","" Algorithms"","" Finance"","" Mathematics"","" Regression"","" Statistical Machine Learning"","" Applied Machine Learning"","" Artificial Neural Networks"","" Deep Learning"","" Reinforcement Learning"","" Tensorflow""}",3.7,788,Intermediate , Specialization , 3 - 6 Months,false
University of London,Object Oriented Programming,"{""(59 reviews)""}",4.7,59,Intermediate , Specialization , 1 - 3 Months,false
University of Pennsylvania,Nuts and Bolts of U.S. Immigration Law,"{""(95 reviews)""}",4.9,95,Intermediate , Course , 1 - 4 Weeks,false
LearnQuest,Learning Linux for LFCA Certification,"{"" Operating Systems"","" Linux"","" System Software"","" Cloud Computing"","" Computer Networking"","" DevOps"","" Network Security"","" Cloud Platforms"","" Computer Programming Tools"","" Software Engineering Tools"","" System Security"","" Application Development"","" Cloud Applications"","" Devops Tools"","" Security Engineering"","" System Programming"","" Information Technology""}",4.5,819,Beginner , Specialization , 3 - 6 Months,false
Google Cloud,Customer Experiences with Contact Center AI - Dialogflow ES,"{"" Machine Learning"","" Natural Language Processing"","" Human Computer Interaction"","" Interactive Design"","" User Experience"","" Cloud-Based Integration"","" Applied Machine Learning"","" Design and Product"","" User Experience Design"","" Strategy and Operations"","" Application Development"","" Google Cloud Platform"","" Computer Programming"","" Software Architecture"","" Search Engine Optimization"","" Customer Relationship Management"","" Computer Architecture"","" Computer Programming Tools"","" Customer Success"","" Data Management"","" Operations Management""}",4.5,205,Intermediate , Specialization , 3 - 6 Months,false
NVIDIA,Introduction to AI in the Data Center,"{"" Deep Learning"","" Machine Learning""}",4.7,28,Beginner , Course , 1 - 4 Weeks,false
Google,"Decisions, Decisions: Dashboards and Reports","{"" Business Intelligence"","" Data Model"","" Tableau Software""}",4.8,358,Advanced , Course , 1 - 3 Months,false
Vanderbilt University,Generative AI Primer,"{""(30 reviews)""}",4.7,30,Beginner , Course , 1 - 4 Weeks,false
Rice University,"Organizational Leadership in Diversity, Equity & Inclusion","{"" Communication"","" Business Psychology"","" Employee Relations"","" Human Resources"","" Human Resources Operations"","" Leadership and Management"","" Culture"","" Entrepreneurship"","" Organizational Development"","" Business Analysis"","" Collaboration"","" People Development"","" Talent Management""}",4.8,187,Intermediate , Specialization , 3 - 6 Months,false
University of Pennsylvania,Omnichannel Retail Strategy,"{"" Leadership and Management"","" Strategy"","" Retail Store Operations"","" E-Commerce"","" Marketing"","" Retail Sales"","" Sales"","" Strategy and Operations"","" Brand Management"","" Human Resources"","" Organizational Development"","" Supply Chain Systems"","" Supply Chain and Logistics"","" Data Analysis"","" Human Resources Operations"","" People Development"","" Performance Management"","" Talent Management"","" Operations Management"","" People Analysis"","" Product Strategy"","" Compensation""}",4.7,289,Beginner , Specialization , 1 - 3 Months,false
University of Colorado Boulder,Excel/VBA for Creative Problem Solving,"{"" Spreadsheet Software"","" Computer Programming"","" Problem Solving"","" Microsoft Excel"","" Programming Principles"","" Data Analysis"","" Critical Thinking"","" Algorithms"","" Computer Programming Tools"","" Computational Logic"","" Computational Thinking"","" Data Analysis Software""}",4.8,4.5k,Beginner , Specialization , 3 - 6 Months,false
